input;end_label
"Wir schauen uns das zuerst einmal hier von der Seite oben an, Herr Fischer, wenn Sie noch einmal weitermachen könnten.
";advance
"Wer kann ihm hier ein bisschen helfen, was passiert dann?
 ";advance
"Welche Aufgabe hat diese Diode, D1, wer kann das erklären?
";advance
"Herr Fischer,
Sie sind ja ein erfahrener Schaltplantüftler.
Können Sie hier weitermachen, wie fließt dann der Strom entsprechend, wenn an der Basis T1 Spannung anliegt?";advance
wie würden sie das als fachausdruck bezeichnen herr klump?;advance
dann wünsche ich ihnen viel erfolg und frage sie auch noch in welcher reihenfolge sie geprüft werden möchten;advance
"Ich fange mal mit dem Begriff an, mit der Begriffsbildung.
Frau Marder hat das Rahmenthema so gestellt.";advance
kennen Sie die Materialien die da in Soest erarbeitet worden sind, können Sie dazu etwas sagen?;advance
"
Beim letzten Mal haben wir über die Prüfung der Zündanlage TZH gesprochen, da machen wir auch weiter.
 ";advance
"Sie brauchen außerdem noch etwas zum Schreiben und ein leeres Blatt – oder  …
… ein Blatt, um einen Begriff zu ergänzen, können Sie das gerade mal herausholen?";advance
"
Ich reflektiere noch einmal kurz: Wir haben letztes Mal über die Zündanlage TZH gesprochen und wir haben das abgearbeitet, was wir prüfen müssen können.";advance
"Also, die Vorgabe: die Vorgabe bei uns – das können Sie vielleicht gleich oben auf Ihr Blatt schreiben.
";advance
Jetzt kommst du, Jason. Kannst du es noch einmal wiederholen?;advance
"Wenn wir uns jetzt unser Blatt anschauen und die Aufgabenstellung betrachten – passt das alles dazu?
";advance
Herr Kleinkopf, Sie sollen ein neues Blatt nehmen und es nicht auf die Rückseite schreiben, weil Sie es sonst ständig umdrehen müssen.  ;advance
Was passt noch nicht hinein, es gibt noch einen Programmpunkt, der hier unnötig ist.;advance
Was schreibt man hier? Was würden Sie hier eintragen, Jason?;advance
"Ich möchte nicht, dass Sie das jetzt mitschreiben, sondern ich möchte einfach nur zeigen, wie er vorgegangen ist.
";advance
"Was stört noch?
Jetzt kommt aber der Lengefeld – der meldet sich schon die ganze Zeit.";advance
"Marina, bei Ihnen vielleicht – das kann ich jetzt hier ruhig öffentlich sagen, das ist ja kein Geheimnis:
Ich habe der Gruppe dreizehn Punkte gegeben.";advance
bei der Präsentation in VWL – nämlich Lara und Vivien – ich fand beide super, das war wirklich gut gelungen.;advance
"Das bringt uns eigentlich auch schon insofern weiter, dass wir bei den beiden Themen kaum noch hinterherhinken müssen.
 ";advance
"Ja, leider Gottes haben wir natürlich auch wieder einige Fehlkurse, aber die Parallelklasse hat drei Leute weniger und noch einmal drei Fehlkurse mehr, glaube ich –
oder zwei mehr.";advance
"Zwischen BWL und VWL – ansonsten ist es tatsächlich bei den meisten fast identisch.
 ";advance
"Wenn nach dem schriftlichen Abitur noch jemand unbedingt meint, er müsse etwas tun,
bin ich dafür noch offen.";advance
"
Ihr könnt euch das gerne selbst anschauen,
wenn jemand noch etwas in Form eines Referats machen möchte, aber bitte nicht erst im April damit kommen.";advance
"Dominik, lesen Sie die Aufgabe bitte einmal vor, damit wir wieder reinkommen und dann schauen wir, dass wir zumindest einen kleinen Teil davon heute noch verbessert bekommen.
";advance
" 
Dominik, lies bitte noch einmal die Fragestellung vor – was müssen wir tun?";advance
"Das steht da drin, deshalb möchte ich ja jeweils darauf eingehen.
, § 150 Absatz 3.
So.
Udo, lesen Sie bitte einmal § 150 vor.";advance
Für mich ist jetzt erst einmal entscheidend, die Aufgaben durchzukorrigieren, es gibt hier auch – für die Gesetze – in der Regel gebe ich da nur einen halben Punkt.;advance
"Jetzt markiere ich mir die Aufgabe und weiß am Schluss:
Wenn ich noch Puffer habe, dann gehe ich sie an.";advance
"Conny, Sie haben es ja eben eigentlich schon beantwortet:
Wie berechnet sich das gezeichnete Kapital?";advance
Dann würde ich jetzt gerne mal jemanden bitten, so die WICHtigsten Sachen, die ihr jetzt gesagt habt aus allen Gruppen zusammenzufassen, was wurde jetzt oft gesagt, was für eigentlich alle bedeutend ist, was Vielfalt ist und wie man das Zusammenleben schafft.;advance
Kann man auch einfach ne Mind-Map machen, wenn man nicht zeichnen will?;advance
wäre das möglich, dass ihr auch zuhört, weil wir das nachher noch mit dem vergleichen wollen, was ihr gesagt habt, dankeschön. ;advance
 also wir haben die Frage: Ist Zuhause da, wo du herkommt oder da, wo du gerade bist;advance
Ich wollte das auch sagen. In den sechzigern wurden Affen ins Weltall geschickt. ;advance
Ja, also ich hab vielleicht,  dass die Menschen ihn auf den Mond gebracht haben für irgendwelche Tests.;advance
 Ich versteh nicht ganz, wie er sich selbst abgeschoben hat.;advance
Weil mit dem IST,denke ich da kann man ein bisschen diskutieren, was da alles vogefallen ist in letzter Zeit, ja?  ;advance
Was mir vielleicht noch als Ergänzung einfallen würde wäre vielleicht dass gefällt ihm oder macht ihm Spaß.;advance
Vielen Dank. könnt Ihr jetzt mal überlegen, wo da Gemeinsamkeiten oder Unterschiede aufgetreten sind in euren Definitionen. ;advance
Wir würden uns auch allem anschließen außer dem Punkt: was ist, wenn man umzieht.;advance
Könnt Ihr euch in die situation dieses Pavians hineinversetzen, wie es dem da oben geht.  ;advance
AHA, dass sind jetzt wieder Menschen, die du mitnehmen würdest, ja, ihr habt sehr viel mit Familie, mit Freunden, mit Menschen erarbeitet;advance
Gibt es was, dass Ihr mitnehmen würdet? […] Sagt jetzt nicht: ne, ne.;advance
 Versucht mal zu überlegen, was es für euch gibt, wo Ihr euch dabei wohlfühlt, was Ihr nicht vermissen wolltet. ;advance
Also wer würde dort alles leben ist wieder eine persönliche Frage muss jeder für sich selbst beantworten- Aber im großen und allgemeinen würe ich sagen die Personen, die einem nahe stehen, was bedeuten so, in die Richtung und was macht das Zuhause zu einem Ort und nicht nur zu einem. ;advance
 Was macht es zu einem Zuhause und nicht zu einem Ort, wo du gerade schläfst?;advance
ich finde Ihre Gedanken da auch schon ganz nachvollziehbar ich würde Sie ganz gerne jetzt in eine kleine Gruppendiskussion schicken;advance
Also ich finde nicht, dass man direkt sagen kann der gehört da nicht hin, weil in gewisser Weise hat der ja schon seine Aufgabe, sag ich mal.;advance
Der gehört da halt nicht hin und das merkt man halt einfach so daran, wie er sich benimmt und da hab ich halt das gleiche Gefühl.;advance
Würde denn jemand auch in diese Deutungsrichtung tendieren und so etwas in dem Film sehen? ;advance
ich glaube, dass man das garnicht so bildlich nehmen sollte vielleicht, sondern es vielleicht einfach darum geht, ja quasi, ausgeschlossen wurde oder dafür auserwählt wurde, da dieses Licht anzumachen.;advance
Wie kommen Sie darauf, dass er Heimweh hat?;advance
Können sie Ihre Aussagen noch unterstützen, indem Sie uns sagen, wie Sie darauf kommen, dass er traurig ist, so wie Sie das auch gemacht haben mit seiner Herkunft, dass er aus dem Mali kommt.;advance
Es wär schön, wenn ihr DAS jetzt erst mal aushandelt und euch auf eine Definition einigt.;advance
Einige haben mal aufgeschrieben wie ihr versuchen sollt miteinander zu sprechen, um mal zu gucken was sagt der Andere. ;advance
ich habe nochmal Fragen aufgestellt, das ist genau das was S. gesagt hat: Reicht es einfach oder ist das dann schon automatisch mein Zuhause oder brauch ein Zuhause MEHR als ein HAUS;advance
Ja, das sind jetzt höchste Fragen an den Film die wir so nicht beantworten können.;advance
Jetzt redet ihr schon untereinander. Was habt ihr gesehen? Um was geht es wohl?;advance
Ich bin mir unsicher wo das schon erwähnt wurde, wollt  sagen Zuhause ist halt, da wo man sich austauschen kann, so schlimmes durchmacht, so.;advance
Gut, hab ihr untereinander euch ausgetauscht?;advance
Den Gedanken würde ich gerne aufgreifen von S1, das wir wertschätzen sollen  was wir haben.;advance
Ja wir hatten auch noch aufgeschrieben, das es ist, das es nicht selbstverständlich is Freunde oder einfach Leute zu haben mit den man sich einfach austauschen kann oder die für einen da sind.;advance
Lies nochmal nach was Du gesagt hast.;advance
ich denke auch, dass er sich irgendwie nach der Erde sehnt und einfach neugierig ist was das ist.;advance
Ja…. Greifen wir gleich nochmal auf, das mit dem normalen Alltag.;advance
Genau, was bedeutet Unterhaltung?  ;advance
Darauf könnt ihr reagieren, eure Version erzählen, S6 nimmt dran!;advance
Okay,jetzt könnt ihr eure Überlegungen fortsetzten erstmal bevor wir uns mal alle zusammen austauschen darüber. ;advance
Ich war schon mal vor langer Zeit bei ihnen.;advance
also ich hab jetz noch eine diplomPRÜfung;advance
"das war damals im seminar was ich bei ihnen belegt habe sprache der werbung.
";advance
"und jetz kommt es ein bisschen drauf an-
welche themen sie geprüft werden wollen
";advance
dann würden herr müller und ich zusammen prüfen-wenn sie sagen sie wollen die fachsprachen und die werbesprachen machen.;advance
ansonsten ähnlich ist es im wintersemester auch.;advance
"wie organisieren sie die themenabsprache jetzt nur für IHren bereich werbesprache?
";advance
"damals haben sie ja hauptsächlich mit diesem 
buch gearbeitet ne?";advance
vielleicht bietet sich ja auch das hausarbeitsthema an;advance
das war damals ja diese gruppenarbeit wo ich mich ausgeklinkt hatte.;advance
Das musst du nochmal sagen, ich hab dich nicht verstanden, S5.;non_advance
Und welche Meinung werdet ihr darein schreiben? Wessen Meinung werdet ihr rein schreiben? S6.;non_advance
Hm. Könnt ihr euch noch dran erinnern, was ihr so als Aussage in eurer Gruppe zu diesem Film so zusammengefasst habt? Was ihr da sozusagen, in dem Kreis, im inneren Kreis, was ihr da {reinge} habt. Wer erinnert sich noch?;non_advance
Hm. Habt ihr aufeinander euch bezogen, also habt ihr zueinander, übereinander {geschrieben} und [geantwortet]?  ;non_advance
Welche Dinge zeigen Anderssein? Und was verändert sich im Laufe der Geschichte? WELCHE Dinge zeigen Anderssein? Hat jemand schon eine Idee?;non_advance
Da jetzt an dem, in dem Film.  ;non_advance
Ja, die eine Maus mag boxen und die andere tänzt Ballett. Tennis Ballett? TANZT Ballett. Achso tanzt Ballett. Ja genau. ;non_advance
Welche kleine Maus denn? Das Baby? Das Baby oder die, die Ballett tanzt?;non_advance
Wir haben noch eine Frage. Was hat denn jetzt die Geschichte mit Anderssein zu tun? Ihr habt es eben schon etwas probiert. Was hat die Geschichte mit Anderssein zu tun?;non_advance
Wir sollen halt, wir sollen halt selbst einen Comic erstellen, das so ähnlich ist wie ein Film, wie dieser Film da, glaub ich.;non_advance
Genau was soll der denn auf jeden Fall darstellen? Was soll dieser Comic darstellen? S3.;non_advance
Also eigentlich war jetzt die Frage nach den vielen Unterschieden, und du hast jetzt die, du hast jetzt was gefunden, was die Bilder doch miteinander verbindet ein bisschen.  ;non_advance
Warum ist warum ist denn der glücklich?;non_advance
Mhm. Gut. Und wie hat die, warte ihr seid gleich Sekunde. Ja genau. Wie hat das denn geklappt?;non_advance
Achso also die letzten sieben Minuten oder was?  ;non_advance
Bekommt jeder ein Blatt oder was? ;non_advance
Ich glaub, da gibt es alles und jeder wird da toleriert, oder?;non_advance
Nimmst du bitte den- die nächste Person dran?;non_advance
Was ist damit gemeint, was meint ihr damit?;non_advance
Okay. Dann, ihr Lieben, bedanke ich mich für euch, , bei euch und dann sehen wir uns nächste Woche und dann noch einen schönen TAG.;non_advance
Kann ich das so zusammenfassen?  Okay, gibt‘s da war das alles?;non_advance
Woran hast du, oder woran habt ihr das erkannt? Also diese Taten, die man vielleicht rückgängig machen möchte?;non_advance
JA, in dessen, diesen ersten Fragestellungen? Seht ihr genauso?  ;non_advance
Aber in BWL schreiben wir die erste am 18.02 also heute in zwei Wochen;non_advance
Ich fände es ganz gut, entweder am Donnerstagnachmittag. Allerdings geht das Nur in einer Siebten, also bei A- oder B-Woche;non_advance
Wie lange habt ihr bis 15:10 Uhr Unterricht, oder wie?;non_advance
Also nehmt bitte das PBO-Buch heraus. Das Buch – euer BWL-Buch – und vor allem Auch das Arbeitsblatt: vertikale und horizontale Bilanzkennzahlen;non_advance
"Das wusste ich schon gestern. Was, ihr wusstet das schon? Ach so, von Frau Bauer.
";non_advance
Also, die ersten zwei sind vertikal, oder? – Bitte? – Die ersten zwei sind vertikal.;non_advance
Und was ist mit dem dritten? – Was ist mit dem Verschuldungsgrad? Was wird da ins Verhältnis gesetzt?;non_advance
Ja, wie viel ... –Vom Eigenkapital zum prozentualen Anteil vom Fremdkapital, oder?;non_advance
"Wenn ich nach der Rechnung gehe, weil sonst komme ich nicht auf meine 56 Prozent. Was heißt ""nach der Rechnung""? Bitte verständlich erklären.
";non_advance
"Wenn ich nach der Rechnung gehe, ja.
Bitte?
Wenn ich nach der Rechnung gehe, weil sonst komme ich nicht auf meine 56 Prozent.
";non_advance
"Bitte schlagen Sie auf Seite 238 Und zwar lasst uns bitte anschauen Seit 1949 als ein souveräner Staat Souverän heißt Er herrscht über Sich

";non_advance
"Ich ich möchte zuerst mal die Frage stellen was heißt Überhaupt Intonation, was kann man darunter verstehen  und welchen ZugangWählen Sie dann  also wa was versteht man unter Intonation, das als erstes
";non_advance
"sie meinen  öhm  er lässt sie nit ausreden
";non_advance
ich geh davon aus sie meinen damit nit nur berufliche interesse oder [s]ie meinen (damit) wahrscheinlich auch private interesse;non_advance
Wie heißt denn das , kann jemand helfen hier;non_advance
"hier haben wir ja die einheit hallgeber magnetschranke des ist ja auch eine integrierte schaltung das heißt
 über den halleffekt den sie ja beim herr sauer hoffentlich besprochen haben
";non_advance
